sample_id,target_name,target_score
609,first_learning_epoch_mapped,51
610,first_learning_epoch_mapped,33
611,first_learning_epoch_mapped,39
612,first_learning_epoch_mapped,35
613,first_learning_epoch_mapped,35
614,first_learning_epoch_mapped,50
615,first_learning_epoch_mapped,45
616,first_learning_epoch_mapped,32
617,first_learning_epoch_mapped,32
618,first_learning_epoch_mapped,24
619,first_learning_epoch_mapped,46
620,first_learning_epoch_mapped,50
621,first_learning_epoch_mapped,34
622,first_learning_epoch_mapped,50
623,first_learning_epoch_mapped,33
624,first_learning_epoch_mapped,33
625,first_learning_epoch_mapped,30
626,first_learning_epoch_mapped,27
627,first_learning_epoch_mapped,13
628,first_learning_epoch_mapped,46
629,first_learning_epoch_mapped,44
630,first_learning_epoch_mapped,34
631,first_learning_epoch_mapped,30
632,first_learning_epoch_mapped,47
633,first_learning_epoch_mapped,30
634,first_learning_epoch_mapped,36
635,first_learning_epoch_mapped,43
636,first_learning_epoch_mapped,34
637,first_learning_epoch_mapped,47
638,first_learning_epoch_mapped,51
639,first_learning_epoch_mapped,50
640,first_learning_epoch_mapped,51
641,first_learning_epoch_mapped,51
642,first_learning_epoch_mapped,51
643,first_learning_epoch_mapped,32
644,first_learning_epoch_mapped,50
645,first_learning_epoch_mapped,45
646,first_learning_epoch_mapped,50
647,first_learning_epoch_mapped,31
648,first_learning_epoch_mapped,40
649,first_learning_epoch_mapped,33
650,first_learning_epoch_mapped,36
651,first_learning_epoch_mapped,51
652,first_learning_epoch_mapped,31
653,first_learning_epoch_mapped,26
654,first_learning_epoch_mapped,43
655,first_learning_epoch_mapped,45
656,first_learning_epoch_mapped,51
657,first_learning_epoch_mapped,33
658,first_learning_epoch_mapped,33
659,first_learning_epoch_mapped,40
660,first_learning_epoch_mapped,35
661,first_learning_epoch_mapped,51
662,first_learning_epoch_mapped,51
663,first_learning_epoch_mapped,26
664,first_learning_epoch_mapped,49
665,first_learning_epoch_mapped,34
666,first_learning_epoch_mapped,34
667,first_learning_epoch_mapped,25
668,first_learning_epoch_mapped,49
669,first_learning_epoch_mapped,50
670,first_learning_epoch_mapped,41
671,first_learning_epoch_mapped,51
672,first_learning_epoch_mapped,49
673,first_learning_epoch_mapped,51
674,first_learning_epoch_mapped,50
675,first_learning_epoch_mapped,39
676,first_learning_epoch_mapped,34
677,first_learning_epoch_mapped,28
678,first_learning_epoch_mapped,35
679,first_learning_epoch_mapped,33
680,first_learning_epoch_mapped,32
681,first_learning_epoch_mapped,39
682,first_learning_epoch_mapped,7
683,first_learning_epoch_mapped,42
684,first_learning_epoch_mapped,50
685,first_learning_epoch_mapped,34
686,first_learning_epoch_mapped,34
687,first_learning_epoch_mapped,51
688,first_learning_epoch_mapped,34
689,first_learning_epoch_mapped,24
690,first_learning_epoch_mapped,45
691,first_learning_epoch_mapped,50
692,first_learning_epoch_mapped,48
693,first_learning_epoch_mapped,48
694,first_learning_epoch_mapped,50
695,first_learning_epoch_mapped,50
696,first_learning_epoch_mapped,51
697,first_learning_epoch_mapped,51
698,first_learning_epoch_mapped,50
699,first_learning_epoch_mapped,51
700,first_learning_epoch_mapped,48
701,first_learning_epoch_mapped,38
702,first_learning_epoch_mapped,23
703,first_learning_epoch_mapped,42
704,first_learning_epoch_mapped,50
705,first_learning_epoch_mapped,35
706,first_learning_epoch_mapped,50
707,first_learning_epoch_mapped,48
708,first_learning_epoch_mapped,51
709,first_learning_epoch_mapped,34
710,first_learning_epoch_mapped,20
711,first_learning_epoch_mapped,3
712,first_learning_epoch_mapped,51
713,first_learning_epoch_mapped,24
714,first_learning_epoch_mapped,31
715,first_learning_epoch_mapped,51
716,first_learning_epoch_mapped,51
717,first_learning_epoch_mapped,7
718,first_learning_epoch_mapped,47
719,first_learning_epoch_mapped,42
720,first_learning_epoch_mapped,33
721,first_learning_epoch_mapped,39
722,first_learning_epoch_mapped,51
723,first_learning_epoch_mapped,51
724,first_learning_epoch_mapped,51
725,first_learning_epoch_mapped,50
726,first_learning_epoch_mapped,42
727,first_learning_epoch_mapped,40
728,first_learning_epoch_mapped,32
729,first_learning_epoch_mapped,35
730,first_learning_epoch_mapped,43
731,first_learning_epoch_mapped,39
